ID;Polycolor;Language;Label;Definition;Description;Governance level ID;Governance level Label;Codelist ID;Codelist label;Reference Source;Reference Link;Status ID;Status label;Parent ID;Successor ID;Predecessor ID
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/triassic;#812B92;en;Triassic;IUGS /CGI value;"Triassic (older bound-251 +/-0.4 Ma; younger bound-199.6 +/-0.6 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesozoic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateTriassic;#BD8CC3;en;Late/Upper Triassic;IUGS /CGI value;"Late/Upper Triassic (older bound-228.7 Ma; younger bound-199.6 +/-0.6 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/superseded;Superseded;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/triassic;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperTriassic;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/rhaetian;#E3B9DB;en;Rhaetian;IUGS /CGI value;"Rhaetian (older bound-203.6 +/-1.5 Ma; younger bound-199.6 +/-0.6 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/norian;#D6AAD3;en;Norian;IUGS /CGI value;"Norian (older bound-216.5 +/-2 Ma; younger bound-203.6 +/-1.5 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/carnian;#C99BCB;en;Carnian;IUGS /CGI value;"Carnian (older bound-228.7 Ma; younger bound-216.5 +/-2 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middleTriassic;#B168B1;en;Middle Triassic;IUGS /CGI value;"Middle Triassic (older bound-245.9 Ma; younger bound-228.7 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middleTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ladinian;#C983BF;en;Ladinian;IUGS /CGI value;"Ladinian (older bound-237 +/-2 Ma; younger bound-228.7 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middleTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/anisian;#BC75B7;en;Anisian;IUGS /CGI value;"Anisian (older bound-245.9 Ma; younger bound-237 +/-2 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middleTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyTriassic;#983999;en;Early/Lower Triassic;IUGS /CGI value;"Early/Lower Triassic (older bound-251 +/-0.4 Ma; younger bound-245.9 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/superseded;Superseded;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/triassic;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerTriassic;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/olenekian;#B051A5;en;Olenekian;IUGS /CGI value;"Olenekian (older bound-249.5 Ma; younger bound-245.9 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/induan;#A4469F;en;Induan;IUGS /CGI value;"Induan (older bound-251 +/-0.4 Ma; younger bound-249.5 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerTriassic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleozoic;#99C08D;en;Paleozoic;IUGS /CGI value;"Paleozoic (older bound-542 +/-1 Ma; younger bound-251 +/-0.4 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/phanerozoic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/permian;#F04028;en;Permian;IUGS /CGI value;"Permian (older bound-299 +/-0.8 Ma; younger bound-251 +/-0.4 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleozoic;;
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lopingian;#FBA794;en;Lopingian;IUGS /CGI value;"Lopingian (older bound-260.4 +/-0.7 Ma; younger bound-251 +/-0.4 Ma)";http://inspire.ec.europa.eu/registry/governance-level/eu-technical;Technical (EU);http://inspire.ec.europa.eu/codelist/GeochronologicEraValue;Geochronologic Era;;;http://inspire.ec.europa.eu/registry/status/valid;Valid;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/permian;;
